3168,4752,3,2891,2898,3,/dev/shm/train.zip/train/10003_left.jpeg
3168,4752,3,2892,2896,3,/dev/shm/train.zip/train/10003_right.jpeg
2304,3456,3,2062,2077,3,/dev/shm/train.zip/train/10007_left.jpeg
2304,3456,3,2065,2072,3,/dev/shm/train.zip/train/10007_right.jpeg
2592,3888,3,2592,3194,3,/dev/shm/train.zip/train/10009_left.jpeg
2592,3888,3,2592,3182,3,/dev/shm/train.zip/train/10009_right.jpeg
2592,3888,3,2592,3243,3,/dev/shm/train.zip/train/1000_left.jpeg
2592,3888,3,2592,3251,3,/dev/shm/train.zip/train/1000_right.jpeg
2592,3888,3,2592,3181,3,/dev/shm/train.zip/train/10010_left.jpeg
2592,3888,3,2592,3193,3,/dev/shm/train.zip/train/10010_right.jpeg
2848,4272,3,2848,3627,3,/dev/shm/train.zip/train/10013_left.jpeg
2848,4272,3,2848,3628,3,/dev/shm/train.zip/train/10013_right.jpeg
1944,2592,3,1944,2060,3,/dev/shm/train.zip/train/10014_left.jpeg
1944,2592,3,1943,2081,3,/dev/shm/train.zip/train/10014_right.jpeg
2848,4288,3,2777,2785,3,/dev/shm/train.zip/train/10015_left.jpeg
2848,4288,3,2775,2783,3,/dev/shm/train.zip/train/10015_right.jpeg
2592,3888,3,2488,2474,3,/dev/shm/train.zip/train/10017_left.jpeg
2592,3888,3,2482,2463,3,/dev/shm/train.zip/train/10017_right.jpeg
2592,3888,3,2592,3153,3,/dev/shm/train.zip/train/10022_left.jpeg
2592,3888,3,2592,3135,3,/dev/shm/train.zip/train/10022_right.jpeg
3168,4752,3,2941,2967,3,/dev/shm/train.zip/train/10028_left.jpeg
3168,4752,3,2945,2947,3,/dev/shm/train.zip/train/10028_right.jpeg
1664,2496,3,1664,2113,3,/dev/shm/train.zip/train/10029_left.jpeg
1664,2496,3,1664,2111,3,/dev/shm/train.zip/train/10029_right.jpeg
2592,3888,3,2592,3252,3,/dev/shm/train.zip/train/1002_left.jpeg
2592,3888,3,2592,3300,3,/dev/shm/train.zip/train/1002_right.jpeg
1944,2592,3,1943,2029,3,/dev/shm/train.zip/train/10030_left.jpeg
1944,2592,3,1943,2026,3,/dev/shm/train.zip/train/10030_right.jpeg
2048,3072,3,2048,2272,3,/dev/shm/train.zip/train/10031_left.jpeg
2048,3072,3,2048,2281,3,/dev/shm/train.zip/train/10031_right.jpeg
2592,3888,3,2592,3270,3,/dev/shm/train.zip/train/10032_left.jpeg
2592,3888,3,2592,3267,3,/dev/shm/train.zip/train/10032_right.jpeg
2592,3888,3,2429,2425,3,/dev/shm/train.zip/train/10035_left.jpeg
2592,3888,3,2423,2419,3,/dev/shm/train.zip/train/10035_right.jpeg
1944,2592,3,1943,2058,3,/dev/shm/train.zip/train/10042_left.jpeg
1944,2592,3,1943,2057,3,/dev/shm/train.zip/train/10042_right.jpeg
1944,2592,3,1943,2072,3,/dev/shm/train.zip/train/10043_left.jpeg
1944,2592,3,1943,2125,3,/dev/shm/train.zip/train/10043_right.jpeg
1920,2560,3,1920,2293,3,/dev/shm/train.zip/train/10046_left.jpeg
1920,2560,3,1920,2303,3,/dev/shm/train.zip/train/10046_right.jpeg
2592,3888,3,2592,3175,3,/dev/shm/train.zip/train/10047_left.jpeg
2592,3888,3,2592,3210,3,/dev/shm/train.zip/train/10047_right.jpeg
3168,4752,3,2889,2905,3,/dev/shm/train.zip/train/10048_left.jpeg
3168,4752,3,2914,2920,3,/dev/shm/train.zip/train/10048_right.jpeg
2336,3504,3,2317,2855,3,/dev/shm/train.zip/train/10050_left.jpeg
2336,3504,3,2315,2847,3,/dev/shm/train.zip/train/10050_right.jpeg
1944,2592,3,1943,2012,3,/dev/shm/train.zip/train/10053_left.jpeg
1944,2592,3,1943,2029,3,/dev/shm/train.zip/train/10053_right.jpeg
1920,2560,3,1920,2296,3,/dev/shm/train.zip/train/10058_left.jpeg
1920,2560,3,1920,2294,3,/dev/shm/train.zip/train/10058_right.jpeg
2592,3888,3,2592,3151,3,/dev/shm/train.zip/train/10059_left.jpeg
2592,3888,3,2592,3156,3,/dev/shm/train.zip/train/10059_right.jpeg
1944,2592,3,1943,2025,3,/dev/shm/train.zip/train/10061_left.jpeg
1944,2592,3,1943,1993,3,/dev/shm/train.zip/train/10061_right.jpeg
2592,3888,3,2592,3275,3,/dev/shm/train.zip/train/10065_left.jpeg
2592,3888,3,2592,3258,3,/dev/shm/train.zip/train/10065_right.jpeg
2304,3456,3,2138,2135,3,/dev/shm/train.zip/train/10069_left.jpeg
2304,3456,3,2149,2125,3,/dev/shm/train.zip/train/10069_right.jpeg
3168,4752,3,2897,2867,3,/dev/shm/train.zip/train/10073_left.jpeg
3168,4752,3,2898,2882,3,/dev/shm/train.zip/train/10073_right.jpeg
2592,3888,3,2592,3101,3,/dev/shm/train.zip/train/10078_left.jpeg
2592,3888,3,2592,3368,3,/dev/shm/train.zip/train/10078_right.jpeg
2592,3888,3,2592,3286,3,/dev/shm/train.zip/train/10081_left.jpeg
2592,3888,3,2592,3275,3,/dev/shm/train.zip/train/10081_right.jpeg
2592,3888,3,2592,3262,3,/dev/shm/train.zip/train/10085_left.jpeg
2592,3888,3,2592,3173,3,/dev/shm/train.zip/train/10085_right.jpeg
2592,3888,3,2433,2445,3,/dev/shm/train.zip/train/1008_left.jpeg
2592,3888,3,2435,2436,3,/dev/shm/train.zip/train/1008_right.jpeg
3264,4928,3,3158,3162,3,/dev/shm/train.zip/train/10092_left.jpeg
3264,4928,3,3154,3167,3,/dev/shm/train.zip/train/10092_right.jpeg
3456,5184,3,3120,3084,3,/dev/shm/train.zip/train/10094_left.jpeg
3456,5184,3,3090,3110,3,/dev/shm/train.zip/train/10094_right.jpeg
2592,3888,3,2592,3230,3,/dev/shm/train.zip/train/10095_left.jpeg
2592,3888,3,2592,3240,3,/dev/shm/train.zip/train/10095_right.jpeg
1920,2560,3,1920,2292,3,/dev/shm/train.zip/train/10099_left.jpeg
1920,2560,3,1920,2287,3,/dev/shm/train.zip/train/10099_right.jpeg
2336,3504,3,2236,2862,3,/dev/shm/train.zip/train/100_left.jpeg
2336,3504,3,2239,2861,3,/dev/shm/train.zip/train/100_right.jpeg
2592,3888,3,2409,2414,3,/dev/shm/train.zip/train/10100_left.jpeg
2592,3888,3,2425,2411,3,/dev/shm/train.zip/train/10100_right.jpeg
1920,2560,3,1920,2301,3,/dev/shm/train.zip/train/10104_left.jpeg
1920,2560,3,1920,2298,3,/dev/shm/train.zip/train/10104_right.jpeg
2592,3888,3,2430,2431,3,/dev/shm/train.zip/train/10109_left.jpeg
2592,3888,3,2440,2424,3,/dev/shm/train.zip/train/10109_right.jpeg
2000,3008,3,1842,1838,3,/dev/shm/train.zip/train/10112_left.jpeg
2000,3008,3,1851,1833,3,/dev/shm/train.zip/train/10112_right.jpeg
1944,2592,3,1878,1995,3,/dev/shm/train.zip/train/10115_left.jpeg
1944,2592,3,1943,2006,3,/dev/shm/train.zip/train/10115_right.jpeg
2000,3008,3,1864,1866,3,/dev/shm/train.zip/train/10116_left.jpeg
2000,3008,3,1862,1862,3,/dev/shm/train.zip/train/10116_right.jpeg
2848,4272,3,2848,3422,3,/dev/shm/train.zip/train/1011_left.jpeg
2848,4272,3,2848,3417,3,/dev/shm/train.zip/train/1011_right.jpeg
2592,3888,3,2592,3102,3,/dev/shm/train.zip/train/10120_left.jpeg
2592,3888,3,2592,3116,3,/dev/shm/train.zip/train/10120_right.jpeg
